"","dow","hour","nbrhood","count"
"10756",3,18,"SanMRM",10
"10757",3,18,"SanMSH",30
"10758",3,18,"SanMST",67
"10759",3,18,"SanMTO",12
"10760",3,18,"SanNES",29
"10761",3,18,"SanNOA",40
"10762",3,18,"SanNOR",2
"10763",3,18,"SanNRM",38
"10764",3,18,"SanNRT",147
"10765",3,18,"SanNUV",98
"10766",3,18,"SanOCN",112
"10767",3,18,"SanOEC",26
"10768",3,18,"SanOKP",28
"10769",3,18,"SanOOL",14
"10770",3,18,"SanOTM",29
"10771",3,18,"SanPAL",12
"10772",3,18,"SanPAR",19
"10773",3,18,"SanPCF",138
"10774",3,18,"SanPET",11
"10775",3,18,"SanPON",59
"10776",3,18,"SanPRK",34
"10777",3,18,"SanRAN",71
"10778",3,18,"SanRED",42
"10779",3,18,"SanRID",13
"10780",3,18,"SanRNC",50
"10781",3,18,"SanROL",29
"10782",3,18,"SanROS",10
"10783",3,18,"SanSAB",6
"10784",3,18,"SanSAN",2
"10785",3,18,"SanSCR",26
"10786",3,18,"SanSER",59
"10787",3,18,"SanSHE",9
"10788",3,18,"SanSHR",10
"10789",3,18,"SanSKL",16
"10790",3,18,"SanSNC",26
"10791",3,18,"SanSNS",82
"10792",3,18,"SanSOR",21
"10793",3,18,"SanSOU",11
"10794",3,18,"SanSSI",113
"10795",3,18,"SanSTH",18
"10796",3,18,"SanSTO",16
"10797",3,18,"SanSUN",7
"10798",3,18,"SanSWA",11
"10799",3,18,"SanTAL",22
"10800",3,18,"SanTER",18
"10801",3,18,"SanTIJ",6
"10802",3,18,"SanTIR",39
"10803",3,18,"SanTOM",44
"10804",3,18,"SanTOR",7
"10805",3,18,"SanTRL",22
"10806",3,18,"SanTRR",8
"10807",3,18,"SanUIN",29
"10808",3,18,"SanVAL",34
"10809",3,18,"SanWOD",2
"10810",3,19,"NONE",4349
"10811",3,19,"SanADM",12
"10812",3,19,"SanALL",23
"10813",3,19,"SanALT",2
"10814",3,19,"SanAZL",16
"10815",3,19,"SanBAH",16
"10816",3,19,"SanBAL",16
"10817",3,19,"SanBAP",30
"10818",3,19,"SanBAR",46
"10819",3,19,"SanBAT",42
"10820",3,19,"SanBIR",14
"10821",3,19,"SanBLA",5
"10822",3,19,"SanBOR",3
"10823",3,19,"SanBUR",1
"10824",3,19,"SanCAE",25
"10825",3,19,"SanCAL",61
"10826",3,19,"SanCAR",57
"10827",3,19,"SanCAS",27
"10828",3,19,"SanCHE",26
"10829",3,19,"SanCHL",18
"10830",3,19,"SanCHO",15
"10831",3,19,"SanCLL",19
"10832",3,19,"SanCLN",56
"10833",3,19,"SanCLR",9
"10834",3,19,"SanCOE",14
"10835",3,19,"SanCOR",72
"10836",3,19,"SanCRR",39
"10837",3,19,"SanCRT",20
"10838",3,19,"SanDLC",11
"10839",3,19,"SanDLM",6
"10840",3,19,"SanEAN",25
"10841",3,19,"SanEAS",145
"10842",3,19,"SanEGG",24
"10843",3,19,"SanELC",21
"10844",3,19,"SanEMR",12
"10845",3,19,"SanFAI",3
"10846",3,19,"SanFOX",5
"10847",3,19,"SanFRM",33
"10848",3,19,"SanGAS",32
"10849",3,19,"SanGOL",22
"10850",3,19,"SanGRA",43
"10851",3,19,"SanGRN",18
"10852",3,19,"SanHAR",6
"10853",3,19,"SanHIL",92
"10854",3,19,"SanHOR",11
"10855",3,19,"SanIDW",97
"10856",3,19,"SanISS",17
"10857",3,19,"SanJAM",15
"10858",3,19,"SanKEN",22
"10859",3,19,"SanKER",61
"10860",3,19,"SanLAJ",88
"10861",3,19,"SanLAK",30
"10862",3,19,"SanLAP",3
"10863",3,19,"SanLIN",56
"10864",3,19,"SanLIT",10
"10865",3,19,"SanLNC",40
"10866",3,19,"SanLOG",58
"10867",3,19,"SanLOM",5
"10868",3,19,"SanMAR",31
"10869",3,19,"SanMDT",28
"10870",3,19,"SanMIA",27
"10871",3,19,"SanMIR",96
"10872",3,19,"SanMIS",16
"10873",3,19,"SanMON",59
"10874",3,19,"SanMOR",17
"10875",3,19,"SanMRM",17
"10876",3,19,"SanMSB",1
"10877",3,19,"SanMSH",29
"10878",3,19,"SanMST",70
"10879",3,19,"SanMTO",21
"10880",3,19,"SanNES",21
"10881",3,19,"SanNOA",49
"10882",3,19,"SanNOR",3
"10883",3,19,"SanNRM",56
"10884",3,19,"SanNRT",184
"10885",3,19,"SanNUV",86
"10886",3,19,"SanOCN",112
"10887",3,19,"SanOEC",24
"10888",3,19,"SanOKP",40
"10889",3,19,"SanOOL",15
"10890",3,19,"SanOTM",23
"10891",3,19,"SanPAL",8
"10892",3,19,"SanPAR",14
"10893",3,19,"SanPCF",138
"10894",3,19,"SanPET",11
"10895",3,19,"SanPON",62
"10896",3,19,"SanPRK",29
"10897",3,19,"SanRAN",43
"10898",3,19,"SanRAO",2
"10899",3,19,"SanRED",34
"10900",3,19,"SanRID",10
"10901",3,19,"SanRNC",35
"10902",3,19,"SanROL",30
"10903",3,19,"SanROS",9
"10904",3,19,"SanSAB",10
"10905",3,19,"SanSAN",2
"10906",3,19,"SanSCR",19
"10907",3,19,"SanSER",50
"10908",3,19,"SanSHE",10
"10909",3,19,"SanSHR",6
"10910",3,19,"SanSKL",18
"10911",3,19,"SanSNC",19
"10912",3,19,"SanSNS",74
"10913",3,19,"SanSOR",17
"10914",3,19,"SanSOU",9
"10915",3,19,"SanSSI",107
"10916",3,19,"SanSTH",17
"10917",3,19,"SanSTO",10
"10918",3,19,"SanSUN",3
"10919",3,19,"SanSWA",7
"10920",3,19,"SanTAL",24
"10921",3,19,"SanTER",12
"10922",3,19,"SanTIJ",3
"10923",3,19,"SanTIR",19
"10924",3,19,"SanTOM",38
"10925",3,19,"SanTOR",6
"10926",3,19,"SanTRL",12
"10927",3,19,"SanTRR",5
"10928",3,19,"SanTRV",3
"10929",3,19,"SanUIN",32
"10930",3,19,"SanVAL",45
"10931",3,19,"SanWOD",7
"10932",3,20,"NONE",4430
"10933",3,20,"SanADM",13
"10934",3,20,"SanALL",22
"10935",3,20,"SanALT",2
"10936",3,20,"SanAZL",12
"10937",3,20,"SanBAH",19
"10938",3,20,"SanBAL",14
"10939",3,20,"SanBAP",30
"10940",3,20,"SanBAR",43
"10941",3,20,"SanBAT",39
"10942",3,20,"SanBIR",5
"10943",3,20,"SanBLA",4
"10944",3,20,"SanBOR",4
"10945",3,20,"SanBUR",1
"10946",3,20,"SanCAE",26
"10947",3,20,"SanCAL",72
"10948",3,20,"SanCAR",48
"10949",3,20,"SanCAS",34
"10950",3,20,"SanCHE",16
"10951",3,20,"SanCHL",17
"10952",3,20,"SanCHO",16
"10953",3,20,"SanCLL",22
"10954",3,20,"SanCLN",48
"10955",3,20,"SanCLR",15
"10956",3,20,"SanCOE",16
"10957",3,20,"SanCOR",72
"10958",3,20,"SanCRR",49
"10959",3,20,"SanCRT",12
"10960",3,20,"SanDLC",21
"10961",3,20,"SanDLM",7
"10962",3,20,"SanEAN",23
"10963",3,20,"SanEAS",152
"10964",3,20,"SanEGG",14
"10965",3,20,"SanELC",23
"10966",3,20,"SanEMR",6
"10967",3,20,"SanFAI",6
"10968",3,20,"SanFOX",1
"10969",3,20,"SanFRM",23
"10970",3,20,"SanGAS",34
"10971",3,20,"SanGOL",17
"10972",3,20,"SanGRA",50
"10973",3,20,"SanGRN",19
"10974",3,20,"SanHAR",10
"10975",3,20,"SanHIL",64
"10976",3,20,"SanHOR",4
"10977",3,20,"SanIDW",75
"10978",3,20,"SanISL",3
"10979",3,20,"SanISS",11
"10980",3,20,"SanJAM",15
"10981",3,20,"SanKEN",16
"10982",3,20,"SanKER",45
"10983",3,20,"SanLAJ",89
"10984",3,20,"SanLAK",32
"10985",3,20,"SanLAP",8
"10986",3,20,"SanLIN",46
"10987",3,20,"SanLIT",12
"10988",3,20,"SanLNC",23
"10989",3,20,"SanLOG",50
"10990",3,20,"SanLOM",10
"10991",3,20,"SanMAR",22
"10992",3,20,"SanMDT",25
"10993",3,20,"SanMIA",10
"10994",3,20,"SanMIR",94
"10995",3,20,"SanMIS",23
"10996",3,20,"SanMON",44
"10997",3,20,"SanMOR",13
"10998",3,20,"SanMRM",10
"10999",3,20,"SanMSB",4
"11000",3,20,"SanMSH",39
"11001",3,20,"SanMST",56
"11002",3,20,"SanMTO",13
"11003",3,20,"SanNES",26
"11004",3,20,"SanNOA",30
"11005",3,20,"SanNOR",13
"11006",3,20,"SanNRM",49
"11007",3,20,"SanNRT",179
"11008",3,20,"SanNUV",83
"11009",3,20,"SanOCN",92
"11010",3,20,"SanOEC",25
"11011",3,20,"SanOKP",35
"11012",3,20,"SanOOL",17
"11013",3,20,"SanOTM",17
"11014",3,20,"SanPAL",19
"11015",3,20,"SanPAR",12
"11016",3,20,"SanPCF",172
"11017",3,20,"SanPET",15
"11018",3,20,"SanPON",40
"11019",3,20,"SanPRK",18
"11020",3,20,"SanRAN",52
"11021",3,20,"SanRAO",2
"11022",3,20,"SanRED",38
"11023",3,20,"SanRID",7
"11024",3,20,"SanRNC",52
"11025",3,20,"SanROL",32
"11026",3,20,"SanROS",9
"11027",3,20,"SanSAB",15
"11028",3,20,"SanSAN",2
"11029",3,20,"SanSCR",22
"11030",3,20,"SanSER",36
"11031",3,20,"SanSHE",9
"11032",3,20,"SanSHR",11
"11033",3,20,"SanSKL",15
"11034",3,20,"SanSNC",19
"11035",3,20,"SanSNS",85
"11036",3,20,"SanSOR",15
"11037",3,20,"SanSOU",19
"11038",3,20,"SanSSI",84
"11039",3,20,"SanSTH",10
"11040",3,20,"SanSTO",14
"11041",3,20,"SanSUN",6
"11042",3,20,"SanSWA",16
"11043",3,20,"SanTAL",38
"11044",3,20,"SanTER",24
"11045",3,20,"SanTIJ",1
"11046",3,20,"SanTIR",31
"11047",3,20,"SanTOM",39
"11048",3,20,"SanTOR",3
"11049",3,20,"SanTRL",21
"11050",3,20,"SanTRR",5
"11051",3,20,"SanTRV",1
"11052",3,20,"SanUIN",26
"11053",3,20,"SanVAL",30
"11054",3,20,"SanWOD",6
"11055",3,21,"NONE",4316
"11056",3,21,"SanADM",16
"11057",3,21,"SanALL",21
"11058",3,21,"SanALT",2
"11059",3,21,"SanAZL",13
"11060",3,21,"SanBAH",25
"11061",3,21,"SanBAL",6
"11062",3,21,"SanBAP",42
"11063",3,21,"SanBAR",51
"11064",3,21,"SanBAT",50
"11065",3,21,"SanBIR",10
"11066",3,21,"SanBLA",3
"11067",3,21,"SanBOR",7
"11068",3,21,"SanBUR",3
"11069",3,21,"SanCAE",18
"11070",3,21,"SanCAL",48
"11071",3,21,"SanCAR",47
"11072",3,21,"SanCAS",28
"11073",3,21,"SanCHE",24
"11074",3,21,"SanCHL",12
"11075",3,21,"SanCHO",19
"11076",3,21,"SanCLL",19
"11077",3,21,"SanCLN",39
"11078",3,21,"SanCLR",17
"11079",3,21,"SanCOE",15
"11080",3,21,"SanCOR",79
"11081",3,21,"SanCRR",46
"11082",3,21,"SanCRT",12
"11083",3,21,"SanDLC",19
"11084",3,21,"SanDLM",9
"11085",3,21,"SanEAN",37
"11086",3,21,"SanEAS",135
"11087",3,21,"SanEGG",22
"11088",3,21,"SanELC",32
"11089",3,21,"SanEMR",5
"11090",3,21,"SanFAI",3
"11091",3,21,"SanFOX",2
"11092",3,21,"SanFRM",31
"11093",3,21,"SanGAS",42
"11094",3,21,"SanGOL",46
"11095",3,21,"SanGRA",46
"11096",3,21,"SanGRN",9
"11097",3,21,"SanHAR",1
"11098",3,21,"SanHIL",69
"11099",3,21,"SanHOR",14
"11100",3,21,"SanIDW",51
"11101",3,21,"SanISS",16
"11102",3,21,"SanJAM",23
"11103",3,21,"SanKEN",20
"11104",3,21,"SanKER",48
"11105",3,21,"SanLAJ",90
"11106",3,21,"SanLAK",24
"11107",3,21,"SanLAP",10
"11108",3,21,"SanLIN",43
"11109",3,21,"SanLIT",10
"11110",3,21,"SanLNC",37
"11111",3,21,"SanLOG",45
"11112",3,21,"SanLOM",14
"11113",3,21,"SanMAR",23
"11114",3,21,"SanMDT",22
"11115",3,21,"SanMIA",18
"11116",3,21,"SanMIR",103
"11117",3,21,"SanMIS",26
"11118",3,21,"SanMON",45
"11119",3,21,"SanMOR",19
"11120",3,21,"SanMRM",9
"11121",3,21,"SanMSB",3
"11122",3,21,"SanMSH",42
"11123",3,21,"SanMST",41
"11124",3,21,"SanMTO",13
"11125",3,21,"SanNES",35
"11126",3,21,"SanNOA",28
"11127",3,21,"SanNOR",6
"11128",3,21,"SanNRM",62
"11129",3,21,"SanNRT",188
"11130",3,21,"SanNUV",74
"11131",3,21,"SanOCN",73
"11132",3,21,"SanOEC",23
"11133",3,21,"SanOKP",34
"11134",3,21,"SanOOL",9
"11135",3,21,"SanOTM",5
"11136",3,21,"SanPAL",13
"11137",3,21,"SanPAR",16
"11138",3,21,"SanPCF",170
"11139",3,21,"SanPET",23
"11140",3,21,"SanPON",61
"11141",3,21,"SanPRK",28
"11142",3,21,"SanRAN",50
"11143",3,21,"SanRAO",1
"11144",3,21,"SanRED",29
"11145",3,21,"SanRID",10
"11146",3,21,"SanRNC",60
"11147",3,21,"SanROL",31
"11148",3,21,"SanROS",13
"11149",3,21,"SanSAB",12
"11150",3,21,"SanSCR",15
"11151",3,21,"SanSER",49
"11152",3,21,"SanSHE",9
"11153",3,21,"SanSHR",13
"11154",3,21,"SanSKL",10
"11155",3,21,"SanSNC",15
"11156",3,21,"SanSNS",70
"11157",3,21,"SanSOR",12
"11158",3,21,"SanSOU",22
"11159",3,21,"SanSSI",95
"11160",3,21,"SanSTH",18
"11161",3,21,"SanSTO",13
"11162",3,21,"SanSUN",2
"11163",3,21,"SanSWA",18
"11164",3,21,"SanTAL",29
"11165",3,21,"SanTER",24
"11166",3,21,"SanTIJ",2
"11167",3,21,"SanTIR",28
"11168",3,21,"SanTOM",38
"11169",3,21,"SanTRL",11
"11170",3,21,"SanTRR",6
"11171",3,21,"SanUIN",40
"11172",3,21,"SanVAL",32
"11173",3,21,"SanWOD",2
"11174",3,22,"NONE",4174
"11175",3,22,"SanADM",17
"11176",3,22,"SanALL",19
"11177",3,22,"SanALT",2
"11178",3,22,"SanAZL",6
"11179",3,22,"SanBAH",15
"11180",3,22,"SanBAL",8
"11181",3,22,"SanBAP",42
"11182",3,22,"SanBAR",25
"11183",3,22,"SanBAT",45
"11184",3,22,"SanBIR",9
"11185",3,22,"SanBLA",1
"11186",3,22,"SanBOR",7
"11187",3,22,"SanBRO",3
"11188",3,22,"SanBUR",1
"11189",3,22,"SanCAE",31
"11190",3,22,"SanCAL",61
"11191",3,22,"SanCAR",31
"11192",3,22,"SanCAS",31
"11193",3,22,"SanCHE",26
"11194",3,22,"SanCHL",15
"11195",3,22,"SanCHO",12
"11196",3,22,"SanCLL",18
"11197",3,22,"SanCLN",50
"11198",3,22,"SanCLR",9
"11199",3,22,"SanCOE",19
"11200",3,22,"SanCOR",81
"11201",3,22,"SanCRR",72
"11202",3,22,"SanCRT",16
"11203",3,22,"SanDLC",17
"11204",3,22,"SanDLM",9
"11205",3,22,"SanEAN",32
"11206",3,22,"SanEAS",133
"11207",3,22,"SanEGG",8
"11208",3,22,"SanELC",35
"11209",3,22,"SanEMR",4
"11210",3,22,"SanFAI",9
"11211",3,22,"SanFOX",5
"11212",3,22,"SanFRM",24
"11213",3,22,"SanGAS",47
"11214",3,22,"SanGOL",32
"11215",3,22,"SanGRA",51
"11216",3,22,"SanGRN",29
"11217",3,22,"SanHAR",4
"11218",3,22,"SanHIL",79
"11219",3,22,"SanHOR",8
"11220",3,22,"SanIDW",53
"11221",3,22,"SanISS",29
"11222",3,22,"SanJAM",10
"11223",3,22,"SanKEN",16
"11224",3,22,"SanKER",35
"11225",3,22,"SanLAJ",95
"11226",3,22,"SanLAK",23
"11227",3,22,"SanLAP",9
"11228",3,22,"SanLIN",48
"11229",3,22,"SanLIT",9
"11230",3,22,"SanLNC",34
"11231",3,22,"SanLOG",61
"11232",3,22,"SanLOM",9
"11233",3,22,"SanMAR",26
"11234",3,22,"SanMDT",17
"11235",3,22,"SanMIA",10
"11236",3,22,"SanMIR",140
"11237",3,22,"SanMIS",23
"11238",3,22,"SanMON",69
"11239",3,22,"SanMOR",21
"11240",3,22,"SanMRM",21
"11241",3,22,"SanMSB",2
"11242",3,22,"SanMSH",49
"11243",3,22,"SanMST",35
"11244",3,22,"SanMTO",10
"11245",3,22,"SanNES",33
"11246",3,22,"SanNOA",22
"11247",3,22,"SanNOR",7
"11248",3,22,"SanNRM",56
"11249",3,22,"SanNRT",223
"11250",3,22,"SanNUV",74
"11251",3,22,"SanOCN",101
"11252",3,22,"SanOEC",24
"11253",3,22,"SanOKP",32
"11254",3,22,"SanOOL",16
"11255",3,22,"SanOTM",7
"11256",3,22,"SanPAL",13
"11257",3,22,"SanPAR",22
"11258",3,22,"SanPCF",178
"11259",3,22,"SanPET",17
"11260",3,22,"SanPON",52
"11261",3,22,"SanPRK",29
"11262",3,22,"SanRAN",73
"11263",3,22,"SanRAO",3
"11264",3,22,"SanRED",22
"11265",3,22,"SanRID",14
"11266",3,22,"SanRNC",70
"11267",3,22,"SanROL",39
"11268",3,22,"SanROS",16
"11269",3,22,"SanSAB",7
"11270",3,22,"SanSAN",1
"11271",3,22,"SanSCR",31
"11272",3,22,"SanSER",41
"11273",3,22,"SanSHE",17
"11274",3,22,"SanSHR",25
"11275",3,22,"SanSKL",15
"11276",3,22,"SanSNC",19
"11277",3,22,"SanSNS",81
"11278",3,22,"SanSOR",12
"11279",3,22,"SanSOU",15
"11280",3,22,"SanSSI",63
"11281",3,22,"SanSTH",25
"11282",3,22,"SanSTO",16
"11283",3,22,"SanSUN",2
"11284",3,22,"SanSWA",15
"11285",3,22,"SanTAL",35
"11286",3,22,"SanTER",20
"11287",3,22,"SanTIJ",5
"11288",3,22,"SanTIR",32
"11289",3,22,"SanTOM",52
"11290",3,22,"SanTOR",6
"11291",3,22,"SanTRL",26
"11292",3,22,"SanTRR",3
"11293",3,22,"SanTRV",1
"11294",3,22,"SanUIN",36
"11295",3,22,"SanVAL",33
"11296",3,22,"SanWOD",7
"11297",3,23,"NONE",3570
"11298",3,23,"SanADM",19
"11299",3,23,"SanALL",16
"11300",3,23,"SanALT",1
"11301",3,23,"SanAZL",13
"11302",3,23,"SanBAH",14
"11303",3,23,"SanBAL",12
"11304",3,23,"SanBAP",28
"11305",3,23,"SanBAR",32
"11306",3,23,"SanBAT",49
"11307",3,23,"SanBIR",7
"11308",3,23,"SanBLA",2
"11309",3,23,"SanBOR",7
"11310",3,23,"SanCAE",22
"11311",3,23,"SanCAL",60
"11312",3,23,"SanCAR",29
"11313",3,23,"SanCAS",24
"11314",3,23,"SanCHE",29
"11315",3,23,"SanCHL",8
"11316",3,23,"SanCHO",2
"11317",3,23,"SanCLL",22
"11318",3,23,"SanCLN",51
"11319",3,23,"SanCLR",7
"11320",3,23,"SanCOE",27
"11321",3,23,"SanCOR",79
"11322",3,23,"SanCRR",37
"11323",3,23,"SanCRT",4
"11324",3,23,"SanDLC",12
"11325",3,23,"SanDLM",10
"11326",3,23,"SanEAN",24
"11327",3,23,"SanEAS",124
"11328",3,23,"SanEGG",7
"11329",3,23,"SanELC",22
"11330",3,23,"SanEMR",10
"11331",3,23,"SanFAI",2
"11332",3,23,"SanFOX",3
"11333",3,23,"SanFRM",29
"11334",3,23,"SanGAS",68
"11335",3,23,"SanGOL",39
"11336",3,23,"SanGRA",37
"11337",3,23,"SanGRN",10
"11338",3,23,"SanHAR",5
"11339",3,23,"SanHIL",67
"11340",3,23,"SanHOR",13
"11341",3,23,"SanIDW",45
"11342",3,23,"SanISS",12
"11343",3,23,"SanJAM",9
"11344",3,23,"SanKEN",18
"11345",3,23,"SanKER",28
"11346",3,23,"SanLAJ",81
"11347",3,23,"SanLAK",24
"11348",3,23,"SanLAP",3
"11349",3,23,"SanLIN",34
"11350",3,23,"SanLIT",17
"11351",3,23,"SanLNC",23
"11352",3,23,"SanLOG",54
"11353",3,23,"SanLOM",10
"11354",3,23,"SanMAR",24
"11355",3,23,"SanMDT",12
"11356",3,23,"SanMIA",7
"11357",3,23,"SanMIR",96
"11358",3,23,"SanMIS",25
"11359",3,23,"SanMON",38
"11360",3,23,"SanMOR",16
"11361",3,23,"SanMRM",8
"11362",3,23,"SanMSH",39
"11363",3,23,"SanMST",24
"11364",3,23,"SanMTO",10
"11365",3,23,"SanNES",23
"11366",3,23,"SanNOA",20
"11367",3,23,"SanNOR",6
"11368",3,23,"SanNRM",60
"11369",3,23,"SanNRT",198
"11370",3,23,"SanNUV",79
"11371",3,23,"SanOCN",81
"11372",3,23,"SanOEC",12
"11373",3,23,"SanOKP",21
"11374",3,23,"SanOOL",8
"11375",3,23,"SanOTM",12
"11376",3,23,"SanPAL",11
"11377",3,23,"SanPAR",23
"11378",3,23,"SanPCF",193
"11379",3,23,"SanPET",6
"11380",3,23,"SanPON",42
"11381",3,23,"SanPRK",28
"11382",3,23,"SanRAN",50
"11383",3,23,"SanRED",29
"11384",3,23,"SanRID",10
"11385",3,23,"SanRNC",44
"11386",3,23,"SanROL",31
"11387",3,23,"SanROS",8
"11388",3,23,"SanSAB",5
"11389",3,23,"SanSCR",17
"11390",3,23,"SanSER",35
"11391",3,23,"SanSHE",6
"11392",3,23,"SanSHR",11
"11393",3,23,"SanSKL",12
"11394",3,23,"SanSNC",8
"11395",3,23,"SanSNS",68
"11396",3,23,"SanSOR",12
"11397",3,23,"SanSOU",17
"11398",3,23,"SanSSI",63
"11399",3,23,"SanSTH",5
"11400",3,23,"SanSTO",8
"11401",3,23,"SanSUN",2
"11402",3,23,"SanSWA",9
"11403",3,23,"SanTAL",30
"11404",3,23,"SanTER",26
"11405",3,23,"SanTIJ",1
"11406",3,23,"SanTIR",24
"11407",3,23,"SanTOM",42
"11408",3,23,"SanTOR",4
"11409",3,23,"SanTRL",23
"11410",3,23,"SanTRR",6
"11411",3,23,"SanTRV",2
"11412",3,23,"SanUIN",39
"11413",3,23,"SanVAL",31
"11414",3,23,"SanWOD",4
"11415",4,0,"NONE",4404
"11416",4,0,"SanADM",8
"11417",4,0,"SanALL",22
"11418",4,0,"SanALT",3
"11419",4,0,"SanAZL",6
"11420",4,0,"SanBAH",12
"11421",4,0,"SanBAL",9
"11422",4,0,"SanBAP",38
"11423",4,0,"SanBAR",22
"11424",4,0,"SanBAT",54
"11425",4,0,"SanBIR",12
"11426",4,0,"SanBLA",7
"11427",4,0,"SanBOR",8
"11428",4,0,"SanBRO",1
"11429",4,0,"SanCAE",13
"11430",4,0,"SanCAL",58
"11431",4,0,"SanCAR",62
"11432",4,0,"SanCAS",25
"11433",4,0,"SanCHE",22
"11434",4,0,"SanCHL",14
"11435",4,0,"SanCHO",14
"11436",4,0,"SanCLL",25
"11437",4,0,"SanCLN",66
"11438",4,0,"SanCLR",11
"11439",4,0,"SanCOE",19
"11440",4,0,"SanCOR",60
"11441",4,0,"SanCRR",35
"11442",4,0,"SanCRT",10
"11443",4,0,"SanDLC",9
"11444",4,0,"SanDLM",11
"11445",4,0,"SanEAN",27
"11446",4,0,"SanEAS",106
"11447",4,0,"SanEGG",14
"11448",4,0,"SanELC",27
"11449",4,0,"SanEMR",11
"11450",4,0,"SanFAI",4
"11451",4,0,"SanFOX",7
"11452",4,0,"SanFRM",13
"11453",4,0,"SanGAS",86
"11454",4,0,"SanGOL",34
"11455",4,0,"SanGRA",38
"11456",4,0,"SanGRN",15
"11457",4,0,"SanHAR",4
"11458",4,0,"SanHIL",94
"11459",4,0,"SanHOR",3
"11460",4,0,"SanIDW",48
"11461",4,0,"SanISS",22
"11462",4,0,"SanJAM",11
"11463",4,0,"SanKEN",17
"11464",4,0,"SanKER",40
"11465",4,0,"SanLAJ",80
"11466",4,0,"SanLAK",22
"11467",4,0,"SanLAP",10
"11468",4,0,"SanLIN",39
"11469",4,0,"SanLIT",11
"11470",4,0,"SanLNC",31
"11471",4,0,"SanLOG",52
"11472",4,0,"SanLOM",10
"11473",4,0,"SanMAR",33
"11474",4,0,"SanMDT",18
"11475",4,0,"SanMIA",16
"11476",4,0,"SanMIR",108
"11477",4,0,"SanMIS",16
"11478",4,0,"SanMON",45
"11479",4,0,"SanMOR",19
"11480",4,0,"SanMRM",8
"11481",4,0,"SanMSH",38
"11482",4,0,"SanMST",30
"11483",4,0,"SanMTO",7
"11484",4,0,"SanNES",26
"11485",4,0,"SanNOA",33
"11486",4,0,"SanNOR",4
"11487",4,0,"SanNRM",53
"11488",4,0,"SanNRT",186
"11489",4,0,"SanNUV",66
"11490",4,0,"SanOCN",74
"11491",4,0,"SanOEC",11
"11492",4,0,"SanOKP",30
"11493",4,0,"SanOOL",5
"11494",4,0,"SanOTM",10
"11495",4,0,"SanPAL",4
"11496",4,0,"SanPAR",23
"11497",4,0,"SanPCF",221
"11498",4,0,"SanPET",3
"11499",4,0,"SanPON",40
"11500",4,0,"SanPRK",33
"11501",4,0,"SanRAN",41
"11502",4,0,"SanRAO",1
"11503",4,0,"SanRED",30
"11504",4,0,"SanRID",13
"11505",4,0,"SanRNC",47
"11506",4,0,"SanROL",36
"11507",4,0,"SanROS",10
"11508",4,0,"SanSAB",13
"11509",4,0,"SanSAN",1
"11510",4,0,"SanSCR",30
"11511",4,0,"SanSER",51
"11512",4,0,"SanSHE",7
"11513",4,0,"SanSHR",15
"11514",4,0,"SanSKL",16
"11515",4,0,"SanSNC",14
"11516",4,0,"SanSNS",50
"11517",4,0,"SanSOR",14
"11518",4,0,"SanSOU",28
"11519",4,0,"SanSSI",67
"11520",4,0,"SanSTH",6
"11521",4,0,"SanSTO",15
"11522",4,0,"SanSUN",6
"11523",4,0,"SanSWA",17
"11524",4,0,"SanTAL",33
"11525",4,0,"SanTER",17
"11526",4,0,"SanTIJ",2
"11527",4,0,"SanTIR",35
"11528",4,0,"SanTOM",36
"11529",4,0,"SanTOR",3
"11530",4,0,"SanTRL",25
"11531",4,0,"SanTRR",6
"11532",4,0,"SanTRV",6
"11533",4,0,"SanUIN",44
"11534",4,0,"SanVAL",32
"11535",4,0,"SanWOD",1
"11536",4,1,"NONE",2243
"11537",4,1,"SanADM",6
"11538",4,1,"SanALL",8
"11539",4,1,"SanALT",3
"11540",4,1,"SanAZL",6
"11541",4,1,"SanBAH",9
"11542",4,1,"SanBAL",7
"11543",4,1,"SanBAP",20
"11544",4,1,"SanBAR",22
"11545",4,1,"SanBAT",15
"11546",4,1,"SanBIR",5
"11547",4,1,"SanBLA",2
"11548",4,1,"SanBOR",5
"11549",4,1,"SanBUR",2
"11550",4,1,"SanCAE",4
"11551",4,1,"SanCAL",25
"11552",4,1,"SanCAR",24
"11553",4,1,"SanCAS",19
"11554",4,1,"SanCHE",21
"11555",4,1,"SanCHL",5
"11556",4,1,"SanCHO",3
"11557",4,1,"SanCLL",16
"11558",4,1,"SanCLN",33
"11559",4,1,"SanCLR",4
"11560",4,1,"SanCOE",18
"11561",4,1,"SanCOR",55
"11562",4,1,"SanCRR",32
"11563",4,1,"SanCRT",5
"11564",4,1,"SanDLC",10
"11565",4,1,"SanDLM",5
"11566",4,1,"SanEAN",13
"11567",4,1,"SanEAS",118
"11568",4,1,"SanEGG",13
"11569",4,1,"SanELC",16
"11570",4,1,"SanEMR",5
"11571",4,1,"SanFAI",5
"11572",4,1,"SanFOX",3
"11573",4,1,"SanFRM",14
"11574",4,1,"SanGAS",84
"11575",4,1,"SanGOL",19
"11576",4,1,"SanGRA",37
"11577",4,1,"SanGRN",9
"11578",4,1,"SanHAR",9
"11579",4,1,"SanHIL",68
"11580",4,1,"SanHOR",7
"11581",4,1,"SanIDW",36
"11582",4,1,"SanISL",2
"11583",4,1,"SanISS",12
"11584",4,1,"SanJAM",8
